-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094
-393.146,-58.4688,634.094

-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094
-102.835,-62.4194,634.094

395.972,-78.1358,646.456
395.937,-78.1288,646.398
395.954,-78.1323,646.427
395.972,-78.1357,646.456
395.937,-78.1288,646.398
395.954,-78.1323,646.427
395.919,-78.1253,646.369
395.919,-78.1253,646.369
395.937,-78.1288,646.398
395.972,-78.1358,646.456
395.954,-78.1323,646.427
395.972,-78.1358,646.456
395.972,-78.1358,646.456
395.937,-78.1288,646.398
395.99,-78.1393,646.485
395.99,-78.1393,646.485
396.007,-78.1427,646.514
395.99,-78.1393,646.485
395.954,-78.1322,646.427
395.954,-78.1322,646.427
395.99,-78.1393,646.485
395.954,-78.1323,646.427
395.972,-78.1358,646.456
395.99,-78.1392,646.485
395.954,-78.1323,646.427
395.936,-78.1288,646.398
395.936,-78.1288,646.398
395.936,-78.1288,646.398
395.99,-78.1393,646.485
395.954,-78.1323,646.427



-667.139,-25.4338,1020.57
-667.092,-25.432,1020.5
-666.951,-25.4266,1020.28
-666.904,-25.4248,1020.21
-666.857,-25.423,1020.14
-666.857,-25.423,1020.14
-666.81,-25.4212,1020.07
-666.904,-25.4248,1020.21
-666.951,-25.4266,1020.28
-666.81,-25.4212,1020.07
-666.857,-25.423,1020.14
-666.81,-25.4212,1020.07
-666.857,-25.423,1020.14
-666.857,-25.423,1020.14
-666.857,-25.423,1020.14
-666.81,-25.4212,1020.07
-666.904,-25.4248,1020.21
-666.904,-25.4248,1020.21
-666.857,-25.423,1020.14
-666.951,-25.4266,1020.28
-666.857,-25.423,1020.14
-666.857,-25.423,1020.14
-666.857,-25.423,1020.14
-666.81,-25.4212,1020.07
-666.716,-25.4176,1019.92
-666.716,-25.4176,1019.92
-666.669,-25.4158,1019.85
-666.763,-25.4194,1019.99
-666.716,-25.4176,1019.92
-666.669,-25.4158,1019.85

-268.245,-37.8748,1028.79
-222.261,-39.3154,1029.88
-206.893,-39.7903,1030.09
-206.893,-39.7903,1030.09
-206.893,-39.7903,1030.09
-206.908,-39.7931,1030.17
-206.923,-39.7959,1030.24
-206.923,-39.7959,1030.24
-206.937,-39.7988,1030.32
-206.937,-39.7988,1030.32
-206.937,-39.7988,1030.32
-206.908,-39.7931,1030.17
-206.923,-39.7959,1030.24
-206.923,-39.7959,1030.24
-206.908,-39.7931,1030.17
-206.908,-39.7931,1030.17
-206.893,-39.7903,1030.09
-206.908,-39.7931,1030.17
-206.893,-39.7903,1030.09
-206.878,-39.7874,1030.02
-206.878,-39.7874,1030.02
-206.878,-39.7874,1030.02
-206.863,-39.7846,1029.95
-206.878,-39.7874,1030.02
-206.878,-39.7874,1030.02
-206.863,-39.7846,1029.95
-206.863,-39.7846,1029.95
-206.849,-39.7817,1029.87
-206.863,-39.7846,1029.95
-206.863,-39.7846,1029.95

289.914,-55.5981,1044.01
290.112,-54.4564,1043.78
290.289,-53.3096,1043.48
290.331,-53.3173,1043.63
290.373,-53.325,1043.78
290.352,-53.3211,1043.7
290.352,-53.3211,1043.7
290.331,-53.3173,1043.63
290.352,-53.3211,1043.7
290.352,-53.3211,1043.7
290.352,-53.3211,1043.7
290.373,-53.325,1043.78
290.394,-53.3288,1043.86
290.352,-53.3211,1043.7
290.31,-53.3134,1043.55
290.31,-53.3134,1043.55
290.289,-53.3096,1043.48
290.268,-53.3057,1043.4
290.268,-53.3057,1043.4
290.31,-53.3134,1043.55
290.352,-53.3211,1043.7
290.373,-53.325,1043.78
290.352,-53.3211,1043.7
290.394,-53.3288,1043.86
290.457,-53.3404,1044.08
290.436,-53.3365,1044.01
290.457,-53.3404,1044.08
290.457,-53.3404,1044.08
290.415,-53.3327,1043.93
290.373,-53.325,1043.78



-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.887,14.5868,1951.07
-722.985,14.5888,1951.33
-722.985,14.5888,1951.33
-722.985,14.5888,1951.33
-722.985,14.5888,1951.33
-722.985,14.5888,1951.33
-722.888,14.5868,1951.07
-722.985,14.5888,1951.33
-722.985,14.5888,1951.33
-723.083,14.5908,1951.6
-723.083,14.5908,1951.6
-723.083,14.5908,1951.6
-723.083,14.5908,1951.6
-723.083,14.5908,1951.6
-723.083,14.5908,1951.6
-723.083,14.5908,1951.6
-723.181,14.5927,1951.86
-722.985,14.5888,1951.33
-722.985,14.5888,1951.33

-507.824,13.5437,1965.79
-461.725,13.3189,1968.73
-415.661,13.0958,1971.94
-369.694,12.8747,1975.42
-323.63,12.6516,1978.63
-277.566,12.4285,1981.84
-262.175,12.3524,1982.64
-262.175,12.3524,1982.64
-262.139,12.3507,1982.37
-262.139,12.3507,1982.37
-262.139,12.3507,1982.37
-262.175,12.3524,1982.64
-262.139,12.3507,1982.37
-262.104,12.349,1982.1
-262.104,12.349,1982.1
-262.104,12.349,1982.1
-262.068,12.3473,1981.83
-262.068,12.3473,1981.83
-262.104,12.349,1982.1
-262.104,12.349,1982.1
-262.104,12.349,1982.1
-262.104,12.349,1982.1
-262.139,12.3507,1982.37
-262.175,12.3524,1982.64
-262.139,12.3507,1982.37
-262.139,12.3507,1982.37
-262.211,12.3541,1982.91
-262.211,12.3541,1982.91
-262.211,12.3541,1982.91
-262.211,12.3541,1982.91

225.768,-4.53385,1980.75
225.541,-3.70843,1980.21
225.088,-2.061,1979.12
224.748,-0.823718,1978.31
224.552,0,1978.04
224.552,0,1978.04
224.583,0,1978.31
224.614,0,1978.58
224.583,0,1978.31
224.583,0,1978.31
224.521,0,1977.76
224.491,0,1977.49
224.521,0,1977.76
224.491,0,1977.49
224.491,0,1977.49
224.491,0,1977.49
224.46,0,1977.22
224.429,0,1976.95
224.429,0,1976.95
224.398,0,1976.68
224.491,0,1977.49
224.521,0,1977.76
224.552,0,1978.04
224.583,0,1978.31
224.583,0,1978.31
224.552,0,1978.04
224.552,0,1978.04
224.614,0,1978.58
224.644,0,1978.85
224.644,0,1978.85



-727.636,84.8538,2960.79
-727.636,84.8538,2960.79
-727.636,84.8538,2960.79
-727.337,84.8189,2959.57
-727.188,84.8015,2958.96
-727.188,84.8015,2958.96
-727.487,84.8363,2960.18
-727.786,84.8712,2961.4
-727.786,84.8712,2961.4
-727.786,84.8712,2961.4
-727.935,84.8886,2962
-728.085,84.9061,2962.61
-728.384,84.941,2963.83
-728.683,84.9758,2965.05
-728.982,85.0107,2966.26
-729.281,85.0456,2967.48
